frame,x,y,z
1.697000000000000000e+03,-3.338503917393108311e-02,2.985168028030122864e-02,4.707825910715227047e-02
1.713000000000000000e+03,-1.494293679493984700e-02,3.473046433349472745e-02,5.104034529620538052e-02
1.729000000000000000e+03,-2.351563862634331245e-02,3.403397712209180886e-02,2.725511750424776045e-02
1.745000000000000000e+03,-2.538496140564543840e-02,3.656344243483736212e-02,2.437942490390526684e-02
1.761000000000000000e+03,-3.092640489790951172e-02,5.531585229150096789e-02,-2.556769451557966335e-03
1.777000000000000000e+03,-2.106221365068875612e-02,6.071460937037146538e-02,1.076823922948431846e-03
1.793000000000000000e+03,1.303046585254775090e-02,7.417438150081448467e-02,-1.982530700918508706e-02
1.809000000000000000e+03,7.566062434781448132e-02,7.188024886310809269e-02,-2.851496194560719857e-02
1.825000000000000000e+03,1.197109486434911815e-02,4.109534388712435954e-02,-4.300107283054836749e-02
1.841000000000000000e+03,-1.578765921291680127e-02,4.836804111414057944e-02,2.239806335225368039e-02
1.857000000000000000e+03,5.263547785218004871e-02,5.786771092492275226e-02,3.941871588115350433e-02
1.873000000000000000e+03,8.996841008354937441e-02,5.489413951823538668e-02,3.564806654400894115e-02
1.889000000000000000e+03,7.347548240705541189e-02,5.415518617762811460e-02,3.015501608647419909e-02
1.905000000000000000e+03,5.371734459913116155e-02,5.164209156405426271e-02,3.597692422070191548e-02
1.921000000000000000e+03,6.803982871545391498e-02,5.671034537154449884e-02,5.495996776876088674e-02
1.937000000000000000e+03,1.054296309080754029e-01,5.108434301082835638e-02,6.519171620905654663e-02
1.953000000000000000e+03,7.993749930912324997e-02,5.032955845321120114e-02,6.952969717894291746e-02
1.969000000000000000e+03,7.789397905353606655e-02,5.286587816839807136e-02,7.604512463357093743e-02
1.985000000000000000e+03,7.544439187160503768e-02,5.291818988563944115e-02,8.376052600334456255e-02
2.001000000000000000e+03,6.963234049798973369e-02,6.133305159197510043e-02,8.752003410237731151e-02
2.017000000000000000e+03,7.065807045364372319e-02,5.556462838427460305e-02,7.096306092493087636e-02
2.033000000000000000e+03,8.769639095545425644e-02,4.525084785442327201e-02,4.891506775607650653e-02
2.049000000000000000e+03,3.938587130544895371e-02,3.730791332316273773e-02,2.003458342911412435e-02
2.065000000000000000e+03,1.834344280399118413e-02,3.224450892872839786e-02,-5.618987223008786551e-03
2.081000000000000000e+03,1.176315029054504288e-02,3.003458786409601497e-02,-2.325187183840624755e-02
2.097000000000000000e+03,1.541901771883418155e-02,3.511574259867010495e-02,-2.782054297844606047e-02
2.113000000000000000e+03,1.676178915158187469e-02,3.712742866777321571e-02,-3.069285135227481365e-02
2.129000000000000000e+03,2.242622945110134963e-02,3.369666946831827159e-02,-3.473953442404465602e-02
