t,px,py,pz,qx,qy,qz,qw
19.2739,-1.79989,-0.24675,-0.446831,-0.605686,-0.31635,-0.606173,0.406966
19.3407,-1.81241,-0.254475,-0.456259,-0.603079,-0.317027,-0.60465,0.412537
19.4074,-1.82266,-0.255958,-0.465001,-0.599919,-0.321306,-0.604642,0.413845
19.4741,-1.83129,-0.255192,-0.47268,-0.596837,-0.328886,-0.602234,0.415854
19.5409,-1.83541,-0.257831,-0.476465,-0.595232,-0.333894,-0.595633,0.423597
19.6076,-1.83557,-0.262525,-0.477011,-0.589555,-0.342065,-0.588313,0.435092
19.6743,-1.83989,-0.264509,-0.477812,-0.581082,-0.353487,-0.5807,0.447412
19.7411,-1.84031,-0.271814,-0.474385,-0.573328,-0.362556,-0.567366,0.466845
19.8078,-1.83544,-0.280818,-0.467758,-0.563964,-0.376126,-0.554459,0.482752
19.8745,-1.84276,-0.287165,-0.474176,-0.553694,-0.389212,-0.543091,0.49698
19.9413,-1.83549,-0.300155,-0.464552,-0.538863,-0.400716,-0.530544,0.517277
20.008,-1.79868,-0.321789,-0.443988,-0.524656,-0.418329,-0.510381,0.537817
20.0747,-1.78161,-0.341331,-0.437949,-0.511783,-0.434608,-0.493319,0.553019
20.1415,-1.76443,-0.365147,-0.424767,-0.493839,-0.45206,-0.476339,0.56997
20.2082,-1.74967,-0.392146,-0.426807,-0.471483,-0.473566,-0.455465,0.58821
20.2749,-1.72654,-0.419066,-0.428116,-0.450828,-0.4915,-0.433546,0.605987
20.3417,-1.69872,-0.445328,-0.423117,-0.425952,-0.51291,-0.409516,0.622724
20.4084,-1.70281,-0.494088,-0.452753,-0.39775,-0.538961,-0.38449,0.635203
20.4751,-1.68052,-0.528245,-0.468219,-0.371198,-0.559392,-0.355609,0.650257
20.5419,-1.65578,-0.565179,-0.476354,-0.342533,-0.580146,-0.321202,0.665531
20.6086,-1.62523,-0.606048,-0.479786,-0.309272,-0.603051,-0.287712,0.676685
20.6753,-1.5965,-0.656155,-0.493476,-0.275544,-0.621687,-0.258836,0.685992
20.7421,-1.54859,-0.688601,-0.501241,-0.252712,-0.632968,-0.228597,0.695149
20.8088,-1.50252,-0.737734,-0.508686,-0.220149,-0.643923,-0.202766,0.704119
20.8755,-1.46374,-0.781176,-0.518435,-0.187976,-0.654505,-0.172726,0.711656
20.9423,-1.41008,-0.807089,-0.520772,-0.155588,-0.664408,-0.13725,0.717995
21.009,-1.37211,-0.852433,-0.520307,-0.117407,-0.673482,-0.10749,0.721861
21.0757,-1.31473,-0.874867,-0.508229,-0.087693,-0.675992,-0.0784153,0.727459
21.1425,-1.27693,-0.929551,-0.5023,-0.0507739,-0.676617,-0.0517594,0.732757
21.2092,-1.22853,-0.969244,-0.497107,-0.0199966,-0.675859,-0.0186671,0.736523
21.2759,-1.19361,-0.986223,-0.474743,0.0116691,-0.677004,0.00907676,0.735831
21.3427,-1.12743,-1.034,-0.480008,0.0416387,-0.674636,0.0389636,0.735945
21.4094,-1.05685,-1.0786,-0.480098,0.0695053,-0.671137,0.066077,0.735104
21.4761,-1.00464,-1.12741,-0.477401,0.100614,-0.667481,0.091177,0.732143
21.5429,-0.94549,-1.15591,-0.479519,0.127052,-0.662838,0.117717,0.728454
21.6096,-0.899412,-1.1736,-0.458516,0.147626,-0.659291,0.148354,0.722173
21.6763,-0.914096,-1.24146,-0.463003,0.164277,-0.659663,0.17232,0.712856
21.7431,-0.85012,-1.31631,-0.459864,0.185,-0.652232,0.195084,0.708739
21.8098,-0.800713,-1.35966,-0.451101,0.202928,-0.641887,0.216953,0.706918
21.8765,-0.781056,-1.3912,-0.448049,0.220598,-0.63739,0.236594,0.699353
21.9433,-0.750139,-1.4278,-0.442171,0.230335,-0.634005,0.25748,0.691872
22.01,-0.714017,-1.47516,-0.432243,0.250057,-0.628643,0.269182,0.685435
22.0767,-0.661848,-1.52278,-0.421013,0.260474,-0.625908,0.277364,0.68078
22.1435,-0.617174,-1.57388,-0.417939,0.273141,-0.623786,0.282642,0.675573
22.2102,-0.513985,-1.62471,-0.411401,0.277083,-0.617965,0.286953,0.677497
22.2769,-0.438155,-1.66014,-0.40086,0.284086,-0.614774,0.292363,0.675183
22.3437,-0.358333,-1.73146,-0.390844,0.284601,-0.614313,0.297515,0.673131
22.4104,-0.294854,-1.75548,-0.385351,0.287848,-0.611707,0.308874,0.668995
22.4771,-0.209113,-1.80655,-0.372111,0.278745,-0.615094,0.314324,0.667203
22.5439,-0.138781,-1.83303,-0.359532,0.280082,-0.614866,0.321924,0.663218
22.6106,-0.0624647,-1.85028,-0.342499,0.280906,-0.614216,0.323668,0.662623
22.6773,-0.027673,-1.83072,-0.315679,0.284553,-0.616752,0.330361,0.655369
22.7441,0.0357516,-1.83415,-0.286021,0.284299,-0.620395,0.339504,0.647318
22.8108,0.0401219,-1.83402,-0.28782,0.285301,-0.617201,0.344526,0.647277
22.8775,0.0742993,-1.84351,-0.277126,0.290967,-0.615527,0.349088,0.643896
22.9443,0.129172,-1.86042,-0.268094,0.296332,-0.61411,0.358016,0.637872
23.011,0.138837,-1.87303,-0.273458,0.297705,-0.609194,0.371151,0.63443
23.0777,0.133642,-1.87269,-0.293,0.300606,-0.608278,0.38358,0.626498
23.1445,0.221365,-1.89333,-0.264438,0.303784,-0.603791,0.393372,0.623226
23.2112,0.227181,-1.88946,-0.22217,0.311659,-0.597064,0.404619,0.618601
23.2779,0.221933,-1.8809,-0.222168,0.313588,-0.594477,0.416499,0.6122
23.3447,0.24135,-1.88728,-0.228977,0.311897,-0.594794,0.418898,0.611118
23.4114,0.259523,-1.88044,-0.211674,0.315082,-0.590228,0.417937,0.614559
23.4781,0.252154,-1.85208,-0.194851,0.309932,-0.593534,0.420889,0.611974
23.5449,0.242803,-1.85055,-0.185719,0.318717,-0.592537,0.418312,0.610192
23.6116,0.265511,-1.84225,-0.167721,0.322655,-0.590684,0.418552,0.609754
23.6783,0.302992,-1.81696,-0.137236,0.315533,-0.593345,0.414334,0.613765
23.7451,0.386486,-1.79069,-0.104547,0.313662,-0.587564,0.423779,0.613838
23.8118,0.432365,-1.77691,-0.0840666,0.313773,-0.587776,0.42281,0.614245
23.8785,0.495677,-1.75897,-0.0594519,0.306693,-0.592078,0.419818,0.61574
23.9453,0.540111,-1.74673,-0.0384202,0.3098,-0.592891,0.416048,0.615961
24.012,0.565305,-1.72037,-0.026387,0.301835,-0.599279,0.413015,0.615774
24.0787,0.597457,-1.70211,-0.0254836,0.296385,-0.604851,0.412255,0.61348
24.1455,0.612419,-1.67005,-0.0212675,0.293177,-0.610797,0.404761,0.61412
24.2122,0.609571,-1.63765,-0.0126296,0.295364,-0.613583,0.395324,0.616438
24.2789,0.60323,-1.59932,-0.026193,0.289211,-0.620958,0.389885,0.615434
24.3457,0.610317,-1.56596,-0.0201905,0.290348,-0.62486,0.381272,0.616344
24.4124,0.618038,-1.54819,-0.000463482,0.295849,-0.624548,0.373709,0.618671
24.4791,0.630658,-1.51014,0.00493351,0.291024,-0.630404,0.364719,0.620384
24.5459,0.622285,-1.48857,0.0114967,0.287331,-0.632936,0.359909,0.622333
24.6126,0.633585,-1.46589,0.0265985,0.29171,-0.633242,0.353167,0.623845
24.6793,0.633899,-1.44291,0.0354722,0.289331,-0.636039,0.347407,0.62534
24.7461,0.644382,-1.42213,0.0418752,0.286703,-0.638885,0.344023,0.62552
24.8128,0.665269,-1.39931,0.0461176,0.277487,-0.643666,0.342333,0.625702
24.8795,0.668207,-1.3886,0.0514144,0.26727,-0.647605,0.341876,0.626335
24.9463,0.673463,-1.37891,0.0657794,0.263839,-0.648889,0.33903,0.628005
25.013,0.679693,-1.36959,0.078648,0.263841,-0.648432,0.338645,0.628684
25.0797,0.684395,-1.36348,0.08728,0.253745,-0.651131,0.337793,0.630506
25.1465,0.697355,-1.35722,0.105562,0.250896,-0.651081,0.335526,0.632904
25.2132,0.712347,-1.35664,0.127508,0.259787,-0.646767,0.331531,0.635838
25.2799,0.727783,-1.35199,0.148263,0.255485,-0.645745,0.331145,0.638814
25.3467,0.740513,-1.34921,0.164019,0.254506,-0.644934,0.330591,0.640309
25.4134,0.753578,-1.34763,0.180706,0.25702,-0.643385,0.330063,0.641135
25.4801,0.783564,-1.33884,0.19631,0.256144,-0.642616,0.32895,0.642827
25.5469,0.795902,-1.33907,0.210084,0.253316,-0.641733,0.330879,0.643839
25.6136,0.812425,-1.34107,0.226401,0.252752,-0.640375,0.333303,0.644163
25.6803,0.827947,-1.34642,0.231989,0.251532,-0.640318,0.340034,0.641172
