t,px,py,pz,qx,qy,qz,qw
32.2989,-40.5198,-220.821,-128.019,0.539809,-0.484724,0.610067,0.318539
32.3657,-40.2713,-222.498,-129.062,0.535739,-0.497007,0.601822,0.322145
32.4324,-40.0206,-224.171,-130.105,0.534021,-0.506681,0.591282,0.329367
32.4991,-39.7696,-225.839,-131.149,0.529996,-0.5172,0.580333,0.338854
32.5659,-39.52,-227.506,-132.194,0.521126,-0.531288,0.570464,0.347463
32.6326,-39.2689,-229.17,-133.242,0.511823,-0.544617,0.561726,0.354815
32.6993,-39.0135,-230.832,-134.291,0.502919,-0.558202,0.550637,0.363706
32.7661,-38.7527,-232.495,-135.341,0.49484,-0.571204,0.537257,0.374451
32.8328,-38.4885,-234.158,-136.392,0.480824,-0.589214,0.522265,0.385844
32.8995,-38.2201,-235.822,-137.444,0.465647,-0.60714,0.505902,0.398267
32.9663,-37.9496,-237.489,-138.495,0.444491,-0.629342,0.488231,0.409862
33.033,-37.6751,-239.157,-139.543,0.424739,-0.647662,0.470301,0.423022
33.0997,-37.3969,-240.824,-140.589,0.40919,-0.660272,0.454025,0.436424
33.1665,-37.2248,-242.587,-141.727,0.387242,-0.676555,0.437224,0.448499
33.2332,-36.9383,-244.262,-142.779,0.371135,-0.689557,0.418301,0.46021
33.2999,-36.643,-245.945,-143.829,0.365747,-0.697765,0.397573,0.470414
33.3667,-36.6011,-247.923,-145.087,0.358151,-0.704977,0.377872,0.481611
33.4334,-36.2972,-249.621,-146.142,0.342708,-0.715229,0.358411,0.492484
33.5001,-36.2427,-251.498,-147.426,0.329301,-0.724775,0.337216,0.502541
33.5669,-35.9283,-253.216,-148.485,0.315665,-0.733176,0.318261,0.511389
33.6336,-36.3269,-255.387,-150.192,0.305082,-0.741221,0.294932,0.520127
33.7003,-36.0045,-257.139,-151.261,0.292053,-0.749463,0.277598,0.525309
33.7671,-35.6807,-258.899,-152.33,0.284948,-0.756898,0.259361,0.527865
33.8338,-35.499,-259.537,-152.547,0.264647,-0.767535,0.247635,0.528705
33.9005,-35.1769,-261.306,-153.614,0.252588,-0.774661,0.23618,0.529451
33.9673,-34.8509,-263.09,-154.685,0.242342,-0.779938,0.222188,0.53254
